wellbeing,SocialConnections,Country,Language,Weird,Setting,Tablet
0.720024434,Low,The Netherlands,Dutch,1,In a lab,Computers
0.471173565,Low,The Netherlands,Dutch,1,In a lab,Computers
0.726088227,Low,The Netherlands,Dutch,1,In a lab,Computers
-0.550350483,Low,The Netherlands,Dutch,1,In a lab,Computers
-0.146223832,Low,The Netherlands,Dutch,1,In a lab,Computers
0.681412414,Low,The Netherlands,Dutch,1,In a lab,Computers
0.820070343,Low,The Netherlands,Dutch,1,In a lab,Computers
0.811901642,Low,The Netherlands,Dutch,1,In a lab,Computers
-0.190773067,Low,The Netherlands,Dutch,1,In a lab,Computers
0.78119152,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.130445487,Low,The Netherlands,Dutch,1,In a lab,Computers
0.875567018,Low,The Netherlands,Dutch,1,In a lab,Computers
0.803199334,Low,The Netherlands,Dutch,1,In a lab,Computers
0.241298612,Low,The Netherlands,Dutch,1,In a lab,Computers
0.554475043,Low,The Netherlands,Dutch,1,In a lab,Computers
0.139274373,Low,The Netherlands,Dutch,1,In a lab,Computers
-0.030627284,Low,The Netherlands,Dutch,1,In a lab,Computers
0.43439965,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.103160644,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.055273613,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-1.235751876,Low,The Netherlands,Dutch,1,In a lab,Computers
-0.198815189,Low,The Netherlands,Dutch,1,In a lab,Computers
0.106723921,Low,The Netherlands,Dutch,1,In a lab,Computers
0.562783969,Low,The Netherlands,Dutch,1,In a lab,Computers
0.106723921,Low,The Netherlands,Dutch,1,In a lab,Computers
-0.132244495,Low,The Netherlands,Dutch,1,In a lab,Computers
0.496213275,Low,The Netherlands,Dutch,1,In a classroom,Tablets
0.119511693,Low,The Netherlands,Dutch,1,In a classroom,Tablets
-0.438305791,Low,The Netherlands,Dutch,1,In a lab,Computers
0.648190356,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.651042931,Low,The Netherlands,Dutch,1,In a lab,Computers
-0.001895492,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.147670781,Low,The Netherlands,Dutch,1,In a lab,Computers
0.416868456,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.483920013,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.202279565,Low,The Netherlands,Dutch,1,In a lab,Computers
0.324600091,Low,The Netherlands,Dutch,1,In a lab,Computers
-0.217526529,Low,The Netherlands,Dutch,1,In a lab,Computers
1.279300287,Low,The Netherlands,Dutch,1,In a lab,Computers
-0.013489472,Low,The Netherlands,Dutch,1,In a lab,Computers
0.551443147,Low,The Netherlands,Dutch,1,In a lab,Computers
-0.137788328,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.557240137,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.000743023,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.628947636,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.864226196,Low,The Netherlands,Dutch,1,In a lab,Computers
0.747842884,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
1.171605637,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.233383068,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.493409085,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.126056349,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.085056746,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.016521368,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.127680394,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.860407536,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.504255398,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.548017868,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.96361192,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.687209404,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-1.049639395,Low,The Netherlands,Dutch,1,In a lab,Computers
0.002327971,Low,The Netherlands,Dutch,1,In a lab,Computers
0.856184073,Low,The Netherlands,Dutch,1,In a lab,Computers
0.525743251,Low,The Netherlands,Dutch,1,In a lab,Computers
0.833516074,Low,The Netherlands,Dutch,1,In a lab,Computers
0.381934871,Low,The Netherlands,Dutch,1,In a lab,Computers
1.049945295,Low,The Netherlands,Dutch,1,In a lab,Computers
-2.006573303,Low,The Netherlands,Dutch,1,In a lab,Computers
0.676135385,Low,The Netherlands,Dutch,1,In a lab,Computers
0.420293734,Low,The Netherlands,Dutch,1,In a lab,Computers
0.977844414,Low,The Netherlands,Dutch,1,In a lab,Computers
0.117126335,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.204738758,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.000616444,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.725922552,Low,The Netherlands,Dutch,1,In a classroom,Tablets
-1.311811642,Low,The Netherlands,Dutch,1,In a classroom,Tablets
-0.168891831,Low,The Netherlands,Dutch,1,In a classroom,Tablets
0.143497836,Low,The Netherlands,Dutch,1,In a classroom,Tablets
0.069151822,Low,The Netherlands,Dutch,1,In a classroom,Tablets
0.742565854,Low,The Netherlands,Dutch,1,In a classroom,Tablets
-0.664362083,Low,The Netherlands,Dutch,1,In a classroom,Tablets
0.125041879,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.302452053,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.742565854,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
1.069061438,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.231897023,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.121743179,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.163400742,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.125308682,Low,The Netherlands,Dutch,1,In a classroom,Tablets
0.401317817,Low,The Netherlands,Dutch,1,In a classroom,Tablets
0.214013769,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.881097205,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.927891572,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.315771205,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.714887629,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.01919898,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.031984526,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.879737738,Low,The Netherlands,Dutch,1,In a classroom,Tablets
-0.409180618,Low,The Netherlands,Dutch,1,In a classroom,Tablets
0.429782805,Low,The Netherlands,Dutch,1,In a classroom,Tablets
-0.256152195,Low,The Netherlands,Dutch,1,In a classroom,Tablets
1.059965748,Low,The Netherlands,Dutch,1,In a classroom,Tablets
-0.240205949,Low,The Netherlands,Dutch,1,In a classroom,Tablets
0.775254306,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.129785302,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.210588491,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.463131442,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.105493258,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.653860768,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.294283351,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.265944941,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.139895461,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.265944941,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.332642214,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.473812079,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.357376024,Low,The Netherlands,Dutch,1,In a classroom,Tablets
-0.089675816,Low,The Netherlands,Dutch,1,In a classroom,Tablets
0.484352492,Low,The Netherlands,Dutch,1,In a classroom,Tablets
0.822708858,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-1.047787644,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
-0.607153882,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.10289384,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.479075462,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.404743095,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.194504245,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.554081662,Low,The Netherlands,Dutch,1,Other (please indicate),Computers
0.227852882,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.502808449,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.019553265,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.570952671,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.139134148,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.238660098,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.424379197,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.022624258,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.410540085,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.377191448,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.316164587,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.792392118,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.285454465,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.351884935,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.623504931,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.274074545,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.256849251,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.481980781,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-1.035533479,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.115640289,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.13818171,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.135722517,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.99392866,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.773149398,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.810670979,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.482247584,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.154698434,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.026935202,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.298240011,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.636989759,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.79806253,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.4098799,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.733076783,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.856931739,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.769190513,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.311382067,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.352632601,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.384180004,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.662296272,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-1.651486153,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.342789245,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.050049326,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.254831825,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.245344979,Low,The Netherlands,Dutch,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.366471714,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.182516884,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.973328698,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.031287469,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.498812693,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.54230836,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.768226653,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.026277243,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.693931157,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.13716724,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.242616757,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.288573843,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.384407711,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.260808136,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.4586135,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.285847847,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.144551403,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.559218466,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.146223832,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.004699682,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.241425191,Low,Spain,English,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.210715069,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.648583738,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.042133782,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.097363654,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.462864638,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.435186413,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.24837465,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.395341505,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.42662433,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.894630417,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.067173492,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.146656311,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.706185321,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.45746103,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.933688562,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.24059933,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.030360481,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.102194558,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.202240468,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.423985816,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-1.418312501,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.495819893,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.01111776,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.694018638,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.717259341,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.26357323,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.620905513,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.63738314,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.024956873,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-1.772081507,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.592833906,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.116999756,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-1.992734191,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.597970711,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.756404967,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.249860695,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.024830294,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.587163495,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.239711439,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.055006809,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-1.088658443,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.401672101,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.839579867,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.306675515,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.543274446,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.328644232,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.432688123,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.581453986,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.702189565,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.111329345,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.590195391,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
1.368005374,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.562783969,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.019286461,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
-0.048945242,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.308122464,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.349513223,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.039495267,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.864226196,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.479075462,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.108564252,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.061769884,Low,Switzerland,French,1,Online (at home),Unable to verify (completed online) but likely mostly computers
0.88373572,Low,France,French,1,In a lab,Computers
-0.602675037,Low,France,French,1,In a lab,Computers
-0.574996811,Low,France,French,1,In a lab,Computers
0.645818645,Low,France,French,1,In a lab,Computers
-0.770598364,Low,France,French,1,In a lab,Computers
0.377191448,Low,France,French,1,In a lab,Computers
1.276661773,Low,France,French,1,In a lab,Computers
-0.057251942,Low,France,French,1,In a lab,Computers
0.836547971,Low,France,French,1,In a lab,Computers
-0.161383315,Low,France,French,1,In a lab,Computers
-0.781279002,Low,France,French,1,In a lab,Computers
0.285454465,Low,France,French,1,In a lab,Computers
0.46273806,Low,France,French,1,In a lab,Computers
-0.25497205,Low,France,French,1,In a lab,Computers
0.759310285,Low,France,French,1,In a lab,Computers
-0.16981882,Low,France,French,1,In a lab,Computers
0.847888793,Low,France,French,1,In a lab,Computers
1.057987418,Low,France,French,1,In a lab,Computers
-0.066741014,Low,France,French,1,In a lab,Computers
0.66190289,Low,Hungary,Hungarian,1,In a lab,Computers
0.260808136,Low,Hungary,Hungarian,1,In a lab,Tablets
0.014455557,Low,Hungary,Hungarian,1,In a lab,Computers
0.127020209,Low,Hungary,Hungarian,1,In a lab,Tablets
-0.417616122,Low,Hungary,Hungarian,1,In a lab,Computers
0.368362562,Low,Hungary,Hungarian,1,In a lab,Computers
0.428729238,Low,Hungary,Hungarian,1,In a lab,Tablets
0.772882594,Low,Hungary,Hungarian,1,In a lab,Computers
0.604301307,Low,Hungary,Hungarian,1,In a lab,Computers
0.905883758,Low,Hungary,Hungarian,1,In a lab,Computers
0.030933184,Low,Hungary,Hungarian,1,In a lab,Tablets
0.604301307,Low,Hungary,Hungarian,1,In a lab,Tablets
1.212603014,Low,Hungary,Hungarian,1,In a lab,Computers
0.331982029,Low,Hungary,Hungarian,1,In a lab,Tablets
0.681538993,Low,Hungary,Hungarian,1,In a lab,Computers
0.567920774,Low,Hungary,Hungarian,1,In a lab,Tablets
0.871874937,Low,Hungary,Hungarian,1,In a lab,Computers
0.036603596,Low,Hungary,Hungarian,1,In a lab,Computers
0.51809451,Low,Hungary,Hungarian,1,In a lab,Tablets
0.113307675,Low,Hungary,Hungarian,1,In a lab,Tablets
0.814666735,Low,Hungary,Hungarian,1,In a lab,Computers
0.132817199,Low,Hungary,Hungarian,1,In a lab,Tablets
0.706058743,Low,Hungary,Hungarian,1,In a lab,Computers
0.855790691,Low,Hungary,Hungarian,1,In a lab,Computers
-0.266425804,Low,Hungary,Hungarian,1,In a lab,Computers
0.026707496,Low,Hungary,Hungarian,1,In a lab,Computers
-1.400390151,Low,Hungary,Hungarian,1,In a lab,Computers
0.850387083,Low,Hungary,Hungarian,1,In a lab,Computers
0.363225757,Low,Hungary,Hungarian,1,In a lab,Tablets
0.478682081,Low,Hungary,Hungarian,1,In a lab,Tablets
-0.074909715,Low,Hungary,Hungarian,1,In a lab,Tablets
1.398715496,Low,Hungary,Hungarian,1,In a lab,Computers
0.346607905,Low,Hungary,Hungarian,1,In a lab,Computers
0.814273354,Low,Hungary,Hungarian,1,In a lab,Computers
-0.291212358,Low,Hungary,Hungarian,1,In a lab,Tablets
-0.18774117,Low,Hungary,Hungarian,1,In a lab,Computers
0.266085166,Low,Hungary,Hungarian,1,In a lab,Tablets
0.249734117,Low,Hungary,Hungarian,1,In a lab,Tablets
0.49885179,Low,Hungary,Hungarian,1,In a lab,Tablets
0.476183791,Low,Hungary,Hungarian,1,In a lab,Tablets
0.706452125,Low,Hungary,Hungarian,1,In a lab,Computers
0.204918079,Low,Hungary,Hungarian,1,In a lab,Computers
0.647796975,Low,Hungary,Hungarian,1,In a lab,Tablets
-0.673064391,Low,Hungary,Hungarian,1,In a lab,Computers
1.08869754,Low,Hungary,Hungarian,1,In a lab,Computers
0.570165907,Low,Hungary,Hungarian,1,In a lab,Computers
1.343092242,Low,Hungary,Hungarian,1,In a lab,Computers
0.575569515,Low,Hungary,Hungarian,1,In a lab,Tablets
0.917084356,Low,Hungary,Hungarian,1,In a lab,Tablets
0.126360024,Low,Hungary,Hungarian,1,In a lab,Computers
-0.179699047,Low,Hungary,Hungarian,1,In a lab,Computers
0.705398558,Low,Hungary,Hungarian,1,In a lab,Tablets
0.04753739,Low,Hungary,Hungarian,1,In a lab,Computers
-0.651449959,Low,Hungary,Hungarian,1,In a lab,Tablets
-1.109081309,Low,Hungary,Hungarian,1,In a lab,Computers
0.309047227,Low,Hungary,Hungarian,1,In a lab,Computers
1.130088299,Low,Hungary,Hungarian,1,In a lab,Tablets
0.256582448,Low,Hungary,Hungarian,1,In a lab,Tablets
0.304163579,Low,Hungary,Hungarian,1,In a lab,Computers
0.036727949,Low,Hungary,Hungarian,1,In a lab,Tablets
0.26107494,Low,Hungary,Hungarian,1,In a lab,Computers
-0.804607186,Low,Hungary,Hungarian,1,In a lab,Tablets
0.764840471,Low,Hungary,Hungarian,1,In a lab,Tablets
0.293229784,Low,Hungary,Hungarian,1,In a lab,Tablets
1.484262108,Low,Hungary,Hungarian,1,In a lab,Tablets
1.085145683,Low,Hungary,Hungarian,1,In a lab,Computers
0.468799628,Low,Hungary,Hungarian,1,In a lab,Computers
0.326185039,Low,Hungary,Hungarian,1,In a lab,Tablets
0.067704874,Low,Hungary,Hungarian,1,In a lab,Computers
0.28281595,Low,Hungary,Hungarian,1,In a lab,Tablets
-0.669767917,Low,Hungary,Hungarian,1,In a lab,Computers
0.797669148,Low,Hungary,Hungarian,1,In a lab,Tablets
-0.251266322,Low,Hungary,Hungarian,1,In a lab,Computers
0.720558041,Low,Hungary,Hungarian,1,In a lab,Computers
-0.314807345,Low,Hungary,Hungarian,1,In a lab,Tablets
0.272148959,Low,Hungary,Hungarian,1,In a lab,Tablets
1.526046249,Low,Hungary,Hungarian,1,In a lab,Computers
0.691559445,Low,Hungary,Hungarian,1,In a lab,Tablets
0.081810789,Low,Hungary,Hungarian,1,In a lab,Computers
1.190988582,Low,Hungary,Hungarian,1,In a lab,Tablets
-0.484833355,Low,Hungary,Hungarian,1,In a lab,Computers
1.157906749,Low,Hungary,Hungarian,1,In a lab,Computers
0.478162121,Low,Hungary,Hungarian,1,In a lab,Tablets
0.112127529,Low,Hungary,Hungarian,1,In a lab,Computers
1.420863534,Low,Hungary,Hungarian,1,In a lab,Tablets
0.953071507,Low,Hungary,Hungarian,1,In a lab,Tablets
-0.456228142,Low,Hungary,Hungarian,1,In a lab,Computers
0.508872242,Low,Hungary,Hungarian,1,In a lab,Computers
0.152200144,Low,Hungary,Hungarian,1,In a lab,Tablets
1.127056403,Low,Hungary,Hungarian,1,In a lab,Computers
0.619725368,Low,Hungary,Hungarian,1,In a lab,Computers
-1.232453177,Low,Hungary,Hungarian,1,In a lab,Tablets
0.459312782,Low,Hungary,Hungarian,1,In a lab,Computers
0.626055964,Low,Hungary,Hungarian,1,In a lab,Computers
-0.025350254,Low,Hungary,Hungarian,1,In a lab,Tablets
0.711335773,Low,Hungary,Hungarian,1,In a lab,Tablets
0.239851664,Low,Hungary,Hungarian,1,In a lab,Computers
0.711995958,Low,Hungary,Hungarian,1,In a lab,Tablets
0.620919159,Low,Hungary,Hungarian,1,In a lab,Computers
0.141533153,Low,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
1.736411677,Low,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.109095633,Low,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.570165907,Low,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
0.432294742,Low,India,English,0,Online (at home),Unable to verify (completed online) but likely mostly computers
