"","dept","applicant.gender","admitted"
"7.56","D","male",1
"7.57","D","male",1
"7.58","D","male",1
"7.59","D","male",1
"7.60","D","male",1
"7.61","D","male",1
"7.62","D","male",1
"7.63","D","male",1
"7.64","D","male",1
"7.65","D","male",1
"7.66","D","male",1
"7.67","D","male",1
"7.68","D","male",1
"7.69","D","male",1
"7.70","D","male",1
"7.71","D","male",1
"7.72","D","male",1
"7.73","D","male",1
"7.74","D","male",1
"7.75","D","male",1
"7.76","D","male",1
"7.77","D","male",1
"7.78","D","male",1
"7.79","D","male",1
"7.80","D","male",1
"7.81","D","male",1
"7.82","D","male",1
"7.83","D","male",1
"7.84","D","male",1
"7.85","D","male",1
"7.86","D","male",1
"7.87","D","male",1
"7.88","D","male",1
"7.89","D","male",1
"7.90","D","male",1
"7.91","D","male",1
"7.92","D","male",1
"7.93","D","male",1
"7.94","D","male",1
"7.95","D","male",1
"7.96","D","male",1
"7.97","D","male",1
"7.98","D","male",1
"7.99","D","male",1
"7.100","D","male",1
"7.101","D","male",1
"7.102","D","male",1
"7.103","D","male",1
"7.104","D","male",1
"7.105","D","male",1
"7.106","D","male",1
"7.107","D","male",1
"7.108","D","male",1
"7.109","D","male",1
"7.110","D","male",1
"7.111","D","male",1
"7.112","D","male",1
"7.113","D","male",1
"7.114","D","male",1
"7.115","D","male",1
"7.116","D","male",1
"7.117","D","male",1
"7.118","D","male",1
"7.119","D","male",1
"7.120","D","male",1
"7.121","D","male",1
"7.122","D","male",1
"7.123","D","male",1
"7.124","D","male",1
"7.125","D","male",1
"7.126","D","male",1
"7.127","D","male",1
"7.128","D","male",1
"7.129","D","male",1
"7.130","D","male",1
"7.131","D","male",1
"7.132","D","male",1
"7.133","D","male",1
"7.134","D","male",1
"7.135","D","male",1
"7.136","D","male",1
"7.137","D","male",1
"71","D","male",0
"7.1100","D","male",0
"7.279","D","male",0
"7.310","D","male",0
"7.410","D","male",0
"7.510","D","male",0
"7.610","D","male",0
"7.710","D","male",0
"7.810","D","male",0
"7.910","D","male",0
"7.1010","D","male",0
"7.1110","D","male",0
"7.1210","D","male",0
"7.1310","D","male",0
"7.1410","D","male",0
"7.1510","D","male",0
"7.1610","D","male",0
"7.1710","D","male",0
"7.1810","D","male",0
"7.1910","D","male",0
"7.2010","D","male",0
"7.2110","D","male",0
"7.2210","D","male",0
"7.2310","D","male",0
"7.2410","D","male",0
"7.2510","D","male",0
"7.2610","D","male",0
"7.2710","D","male",0
"7.281","D","male",0
"7.291","D","male",0
"7.301","D","male",0
"7.311","D","male",0
"7.321","D","male",0
"7.331","D","male",0
"7.341","D","male",0
"7.351","D","male",0
"7.361","D","male",0
"7.371","D","male",0
"7.381","D","male",0
"7.391","D","male",0
"7.401","D","male",0
"7.411","D","male",0
"7.421","D","male",0
"7.431","D","male",0
"7.441","D","male",0
"7.451","D","male",0
"7.461","D","male",0
"7.471","D","male",0
"7.481","D","male",0
"7.491","D","male",0
"7.501","D","male",0
"7.511","D","male",0
"7.521","D","male",0
"7.531","D","male",0
"7.541","D","male",0
"7.551","D","male",0
"7.561","D","male",0
"7.571","D","male",0
"7.581","D","male",0
"7.591","D","male",0
"7.601","D","male",0
"7.611","D","male",0
"7.621","D","male",0
"7.631","D","male",0
"7.641","D","male",0
"7.651","D","male",0
"7.661","D","male",0
"7.671","D","male",0
"7.681","D","male",0
"7.691","D","male",0
"7.701","D","male",0
"7.711","D","male",0
"7.721","D","male",0
"7.731","D","male",0
"7.741","D","male",0
"7.751","D","male",0
"7.761","D","male",0
"7.771","D","male",0
"7.781","D","male",0
"7.791","D","male",0
"7.801","D","male",0
"7.811","D","male",0
"7.821","D","male",0
"7.831","D","male",0
"7.841","D","male",0
"7.851","D","male",0
"7.861","D","male",0
"7.871","D","male",0
"7.881","D","male",0
"7.891","D","male",0
"7.901","D","male",0
"7.911","D","male",0
"7.921","D","male",0
"7.931","D","male",0
"7.941","D","male",0
"7.951","D","male",0
"7.961","D","male",0
"7.971","D","male",0
"7.981","D","male",0
"7.991","D","male",0
"7.1001","D","male",0
"7.1011","D","male",0
"7.1021","D","male",0
"7.1031","D","male",0
"7.1041","D","male",0
"7.1051","D","male",0
"7.1061","D","male",0
"7.1071","D","male",0
"7.1081","D","male",0
"7.1091","D","male",0
"7.1101","D","male",0
"7.1111","D","male",0
"7.1121","D","male",0
"7.1131","D","male",0
"7.1141","D","male",0
"7.1151","D","male",0
"7.1161","D","male",0
"7.1171","D","male",0
"7.1181","D","male",0
"7.1191","D","male",0
"7.1201","D","male",0
"7.1211","D","male",0
"7.1221","D","male",0
"7.1231","D","male",0
"7.1241","D","male",0
"7.1251","D","male",0
"7.1261","D","male",0
"7.1271","D","male",0
"7.1281","D","male",0
"7.1291","D","male",0
"7.1301","D","male",0
"7.1311","D","male",0
"7.1321","D","male",0
"7.1331","D","male",0
"7.1341","D","male",0
"7.1351","D","male",0
"7.1361","D","male",0
"7.1371","D","male",0
"7.138","D","male",0
"7.139","D","male",0
"7.140","D","male",0
"7.141","D","male",0
"7.142","D","male",0
"7.143","D","male",0
"7.144","D","male",0
"7.145","D","male",0
"7.146","D","male",0
"7.147","D","male",0
"7.148","D","male",0
"7.149","D","male",0
"7.150","D","male",0
"7.151","D","male",0
"7.152","D","male",0
"7.153","D","male",0
"7.154","D","male",0
"7.155","D","male",0
"7.156","D","male",0
"7.157","D","male",0
"7.158","D","male",0
"7.159","D","male",0
"7.160","D","male",0
"7.161","D","male",0
"7.162","D","male",0
"7.163","D","male",0
"7.164","D","male",0
"7.165","D","male",0
"7.166","D","male",0
"7.167","D","male",0
"7.168","D","male",0
"7.169","D","male",0
"7.170","D","male",0
"7.171","D","male",0
"7.172","D","male",0
"7.173","D","male",0
"7.174","D","male",0
"7.175","D","male",0
"7.176","D","male",0
"7.177","D","male",0
"7.178","D","male",0
"7.179","D","male",0
"7.180","D","male",0
"7.181","D","male",0
"7.182","D","male",0
"7.183","D","male",0
"7.184","D","male",0
"7.185","D","male",0
"7.186","D","male",0
"7.187","D","male",0
"7.188","D","male",0
"7.189","D","male",0
"7.190","D","male",0
"7.191","D","male",0
"7.192","D","male",0
"7.193","D","male",0
"7.194","D","male",0
"7.195","D","male",0
"7.196","D","male",0
"7.197","D","male",0
"7.198","D","male",0
"7.199","D","male",0
"7.200","D","male",0
"7.201","D","male",0
"7.202","D","male",0
"7.203","D","male",0
"7.204","D","male",0
"7.205","D","male",0
"7.206","D","male",0
"7.207","D","male",0
"7.208","D","male",0
"7.209","D","male",0
"7.210","D","male",0
"7.211","D","male",0
"7.212","D","male",0
"7.213","D","male",0
"7.214","D","male",0
"7.215","D","male",0
"7.216","D","male",0
"7.217","D","male",0
"7.218","D","male",0
"7.219","D","male",0
"7.220","D","male",0
"7.221","D","male",0
"7.222","D","male",0
"7.223","D","male",0
"7.224","D","male",0
"7.225","D","male",0
"7.226","D","male",0
"7.227","D","male",0
"7.228","D","male",0
"7.229","D","male",0
"7.230","D","male",0
"7.231","D","male",0
"7.232","D","male",0
"7.233","D","male",0
"7.234","D","male",0
"7.235","D","male",0
"7.236","D","male",0
"7.237","D","male",0
"7.238","D","male",0
"7.239","D","male",0
"7.240","D","male",0
"7.241","D","male",0
"7.242","D","male",0
"7.243","D","male",0
"7.244","D","male",0
"7.245","D","male",0
"7.246","D","male",0
"7.247","D","male",0
"7.248","D","male",0
"7.249","D","male",0
"7.250","D","male",0
"7.251","D","male",0
"7.252","D","male",0
"7.253","D","male",0
"7.254","D","male",0
"7.255","D","male",0
"7.256","D","male",0
"7.257","D","male",0
"7.258","D","male",0
"7.259","D","male",0
"7.260","D","male",0
"7.261","D","male",0
"7.262","D","male",0
"7.263","D","male",0
"7.264","D","male",0
"7.265","D","male",0
"7.266","D","male",0
"7.267","D","male",0
"7.268","D","male",0
"7.269","D","male",0
"7.270","D","male",0
"7.271","D","male",0
"7.272","D","male",0
"7.273","D","male",0
"7.274","D","male",0
"7.275","D","male",0
"7.276","D","male",0
"7.277","D","male",0
"7.278","D","male",0
"8","D","female",1
"8.1","D","female",1
"8.2","D","female",1
"8.3","D","female",1
"8.4","D","female",1
"8.5","D","female",1
"8.6","D","female",1
"8.7","D","female",1
"8.8","D","female",1
"8.9","D","female",1
"8.10","D","female",1
"8.11","D","female",1
"8.12","D","female",1
"8.13","D","female",1
"8.14","D","female",1
"8.15","D","female",1
"8.16","D","female",1
"8.17","D","female",1
"8.18","D","female",1
"8.19","D","female",1
"8.20","D","female",1
"8.21","D","female",1
"8.22","D","female",1
"8.23","D","female",1
"8.24","D","female",1
"8.25","D","female",1
"8.26","D","female",1
"8.27","D","female",1
"8.28","D","female",1
"8.29","D","female",1
"8.30","D","female",1
"8.31","D","female",1
"8.32","D","female",1
"8.33","D","female",1
"8.34","D","female",1
"8.35","D","female",1
"8.36","D","female",1
"8.37","D","female",1
"8.38","D","female",1
"8.39","D","female",1
"8.40","D","female",1
"8.41","D","female",1
"8.42","D","female",1
"8.43","D","female",1
"8.44","D","female",1
"8.45","D","female",1
"8.46","D","female",1
"8.47","D","female",1
"8.48","D","female",1
"8.49","D","female",1
"8.50","D","female",1
"8.51","D","female",1
"8.52","D","female",1
"8.53","D","female",1
"8.54","D","female",1
"8.55","D","female",1
"8.56","D","female",1
"8.57","D","female",1
"8.58","D","female",1
"8.59","D","female",1
"8.60","D","female",1
"8.61","D","female",1
"8.62","D","female",1
"8.63","D","female",1
"8.64","D","female",1
"8.65","D","female",1
"8.66","D","female",1
"8.67","D","female",1
"8.68","D","female",1
"8.69","D","female",1
"8.70","D","female",1
"8.71","D","female",1
"8.72","D","female",1
"8.73","D","female",1
"8.74","D","female",1
"8.75","D","female",1
"8.76","D","female",1
"8.77","D","female",1
"8.78","D","female",1
"8.79","D","female",1
"8.80","D","female",1
"8.81","D","female",1
"8.82","D","female",1
"8.83","D","female",1
"8.84","D","female",1
"8.85","D","female",1
"8.86","D","female",1
"8.87","D","female",1
"8.88","D","female",1
"8.89","D","female",1
"8.90","D","female",1
"8.91","D","female",1
"8.92","D","female",1
"8.93","D","female",1
"8.94","D","female",1
"8.95","D","female",1
"8.96","D","female",1
"8.97","D","female",1
"8.98","D","female",1
"8.99","D","female",1
"8.100","D","female",1
"8.101","D","female",1
"8.102","D","female",1
"8.103","D","female",1
"8.104","D","female",1
"8.105","D","female",1
"8.106","D","female",1
"8.107","D","female",1
"8.108","D","female",1
"8.109","D","female",1
"8.110","D","female",1
"8.111","D","female",1
"8.112","D","female",1
"8.113","D","female",1
"8.114","D","female",1
"8.115","D","female",1
"8.116","D","female",1
"8.117","D","female",1
"8.118","D","female",1
"8.119","D","female",1
"8.120","D","female",1
"8.121","D","female",1
"8.122","D","female",1
"8.123","D","female",1
"8.124","D","female",1
"8.125","D","female",1
"8.126","D","female",1
"8.127","D","female",1
"8.128","D","female",1
"8.129","D","female",1
"8.130","D","female",1
"81","D","female",0
"8.1100","D","female",0
"8.244","D","female",0
"8.310","D","female",0
"8.410","D","female",0
"8.510","D","female",0
"8.610","D","female",0
"8.710","D","female",0
"8.810","D","female",0
"8.910","D","female",0
"8.1010","D","female",0
"8.1110","D","female",0
"8.1210","D","female",0
"8.1310","D","female",0
"8.1410","D","female",0
"8.1510","D","female",0
"8.1610","D","female",0
"8.1710","D","female",0
"8.1810","D","female",0
"8.1910","D","female",0
"8.2010","D","female",0
"8.2110","D","female",0
"8.2210","D","female",0
"8.2310","D","female",0
"8.245","D","female",0
"8.251","D","female",0
"8.261","D","female",0
"8.271","D","female",0
"8.281","D","female",0
"8.291","D","female",0
"8.301","D","female",0
"8.311","D","female",0
"8.321","D","female",0
"8.331","D","female",0
"8.341","D","female",0
"8.351","D","female",0
"8.361","D","female",0
"8.371","D","female",0
"8.381","D","female",0
"8.391","D","female",0
"8.401","D","female",0
"8.411","D","female",0
"8.421","D","female",0
"8.431","D","female",0
"8.441","D","female",0
"8.451","D","female",0
"8.461","D","female",0
"8.471","D","female",0
"8.481","D","female",0
"8.491","D","female",0
"8.501","D","female",0
"8.511","D","female",0
"8.521","D","female",0
"8.531","D","female",0
"8.541","D","female",0
"8.551","D","female",0
"8.561","D","female",0
"8.571","D","female",0
"8.581","D","female",0
"8.591","D","female",0
"8.601","D","female",0
"8.611","D","female",0
"8.621","D","female",0
"8.631","D","female",0
"8.641","D","female",0
"8.651","D","female",0
"8.661","D","female",0
"8.671","D","female",0
"8.681","D","female",0
"8.691","D","female",0
"8.701","D","female",0
"8.711","D","female",0
"8.721","D","female",0
"8.731","D","female",0
"8.741","D","female",0
"8.751","D","female",0
"8.761","D","female",0
"8.771","D","female",0
"8.781","D","female",0
"8.791","D","female",0
"8.801","D","female",0
"8.811","D","female",0
"8.821","D","female",0
"8.831","D","female",0
"8.841","D","female",0
"8.851","D","female",0
"8.861","D","female",0
"8.871","D","female",0
"8.881","D","female",0
"8.891","D","female",0
"8.901","D","female",0
"8.911","D","female",0
"8.921","D","female",0
"8.931","D","female",0
"8.941","D","female",0
"8.951","D","female",0
"8.961","D","female",0
"8.971","D","female",0
"8.981","D","female",0
"8.991","D","female",0
"8.1001","D","female",0
"8.1011","D","female",0
"8.1021","D","female",0
"8.1031","D","female",0
"8.1041","D","female",0
"8.1051","D","female",0
"8.1061","D","female",0
"8.1071","D","female",0
"8.1081","D","female",0
"8.1091","D","female",0
"8.1101","D","female",0
"8.1111","D","female",0
"8.1121","D","female",0
"8.1131","D","female",0
"8.1141","D","female",0
"8.1151","D","female",0
"8.1161","D","female",0
"8.1171","D","female",0
"8.1181","D","female",0
"8.1191","D","female",0
"8.1201","D","female",0
"8.1211","D","female",0
"8.1221","D","female",0
"8.1231","D","female",0
"8.1241","D","female",0
"8.1251","D","female",0
"8.1261","D","female",0
"8.1271","D","female",0
"8.1281","D","female",0
"8.1291","D","female",0
"8.1301","D","female",0
"8.131","D","female",0
"8.132","D","female",0
"8.133","D","female",0
"8.134","D","female",0
"8.135","D","female",0
"8.136","D","female",0
"8.137","D","female",0
"8.138","D","female",0
"8.139","D","female",0
"8.140","D","female",0
"8.141","D","female",0
"8.142","D","female",0
"8.143","D","female",0
"8.144","D","female",0
"8.145","D","female",0
"8.146","D","female",0
"8.147","D","female",0
"8.148","D","female",0
"8.149","D","female",0
"8.150","D","female",0
"8.151","D","female",0
"8.152","D","female",0
"8.153","D","female",0
"8.154","D","female",0
"8.155","D","female",0
"8.156","D","female",0
"8.157","D","female",0
"8.158","D","female",0
"8.159","D","female",0
"8.160","D","female",0
"8.161","D","female",0
"8.162","D","female",0
"8.163","D","female",0
"8.164","D","female",0
"8.165","D","female",0
"8.166","D","female",0
"8.167","D","female",0
"8.168","D","female",0
"8.169","D","female",0
"8.170","D","female",0
"8.171","D","female",0
"8.172","D","female",0
"8.173","D","female",0
"8.174","D","female",0
"8.175","D","female",0
"8.176","D","female",0
"8.177","D","female",0
"8.178","D","female",0
"8.179","D","female",0
"8.180","D","female",0
"8.181","D","female",0
"8.182","D","female",0
"8.183","D","female",0
"8.184","D","female",0
"8.185","D","female",0
"8.186","D","female",0
"8.187","D","female",0
"8.188","D","female",0
"8.189","D","female",0
"8.190","D","female",0
"8.191","D","female",0
"8.192","D","female",0
"8.193","D","female",0
"8.194","D","female",0
"8.195","D","female",0
"8.196","D","female",0
"8.197","D","female",0
"8.198","D","female",0
"8.199","D","female",0
"8.200","D","female",0
"8.201","D","female",0
"8.202","D","female",0
"8.203","D","female",0
"8.204","D","female",0
"8.205","D","female",0
"8.206","D","female",0
"8.207","D","female",0
"8.208","D","female",0
"8.209","D","female",0
"8.210","D","female",0
"8.211","D","female",0
"8.212","D","female",0
"8.213","D","female",0
"8.214","D","female",0
"8.215","D","female",0
"8.216","D","female",0
"8.217","D","female",0
"8.218","D","female",0
"8.219","D","female",0
"8.220","D","female",0
"8.221","D","female",0
"8.222","D","female",0
"8.223","D","female",0
"8.224","D","female",0
"8.225","D","female",0
"8.226","D","female",0
"8.227","D","female",0
"8.228","D","female",0
"8.229","D","female",0
"8.230","D","female",0
"8.231","D","female",0
"8.232","D","female",0
"8.233","D","female",0
"8.234","D","female",0
"8.235","D","female",0
"8.236","D","female",0
"8.237","D","female",0
"8.238","D","female",0
"8.239","D","female",0
"8.240","D","female",0
"8.241","D","female",0
"8.242","D","female",0
"8.243","D","female",0
"9","E","male",1
"9.1","E","male",1
"9.2","E","male",1
"9.3","E","male",1
"9.4","E","male",1
"9.5","E","male",1
"9.6","E","male",1
"9.7","E","male",1
"9.8","E","male",1
"9.9","E","male",1
"9.10","E","male",1
"9.11","E","male",1
"9.12","E","male",1
"9.13","E","male",1
"9.14","E","male",1
"9.15","E","male",1
"9.16","E","male",1
"9.17","E","male",1
"9.18","E","male",1
"9.19","E","male",1
"9.20","E","male",1
"9.21","E","male",1
"9.22","E","male",1
"9.23","E","male",1
"9.24","E","male",1
"9.25","E","male",1
"9.26","E","male",1
"9.27","E","male",1
"9.28","E","male",1
"9.29","E","male",1
"9.30","E","male",1
"9.31","E","male",1
"9.32","E","male",1
"9.33","E","male",1
"9.34","E","male",1
"9.35","E","male",1
"9.36","E","male",1
"9.37","E","male",1
"9.38","E","male",1
"9.39","E","male",1
"9.40","E","male",1
"9.41","E","male",1
"9.42","E","male",1
"9.43","E","male",1
"9.44","E","male",1
"9.45","E","male",1
"9.46","E","male",1
"9.47","E","male",1
"9.48","E","male",1
"9.49","E","male",1
"9.50","E","male",1
"9.51","E","male",1
"9.52","E","male",1
"91","E","male",0
"9.138","E","male",0
"9.210","E","male",0
"9.310","E","male",0
"9.410","E","male",0
"9.510","E","male",0
"9.610","E","male",0
"9.710","E","male",0
"9.810","E","male",0
"9.910","E","male",0
"9.1010","E","male",0
"9.1110","E","male",0
"9.1210","E","male",0
"9.139","E","male",0
"9.141","E","male",0
"9.151","E","male",0
"9.161","E","male",0
"9.171","E","male",0
"9.181","E","male",0
"9.191","E","male",0
"9.201","E","male",0
"9.211","E","male",0
"9.221","E","male",0
"9.231","E","male",0
"9.241","E","male",0
"9.251","E","male",0
"9.261","E","male",0
"9.271","E","male",0
"9.281","E","male",0
"9.291","E","male",0
"9.301","E","male",0
"9.311","E","male",0
"9.321","E","male",0
"9.331","E","male",0
"9.341","E","male",0
"9.351","E","male",0
"9.361","E","male",0
"9.371","E","male",0
"9.381","E","male",0
"9.391","E","male",0
"9.401","E","male",0
"9.411","E","male",0
"9.421","E","male",0
"9.431","E","male",0
"9.441","E","male",0
"9.451","E","male",0
"9.461","E","male",0
"9.471","E","male",0
"9.481","E","male",0
"9.491","E","male",0
"9.501","E","male",0
"9.511","E","male",0
"9.521","E","male",0
"9.53","E","male",0
"9.54","E","male",0
"9.55","E","male",0
"9.56","E","male",0
"9.57","E","male",0
"9.58","E","male",0
"9.59","E","male",0
"9.60","E","male",0
"9.61","E","male",0
"9.62","E","male",0
"9.63","E","male",0
"9.64","E","male",0
"9.65","E","male",0
"9.66","E","male",0
"9.67","E","male",0
"9.68","E","male",0
"9.69","E","male",0
"9.70","E","male",0
"9.71","E","male",0
"9.72","E","male",0
"9.73","E","male",0
"9.74","E","male",0
"9.75","E","male",0
"9.76","E","male",0
"9.77","E","male",0
"9.78","E","male",0
"9.79","E","male",0
"9.80","E","male",0
"9.81","E","male",0
"9.82","E","male",0
"9.83","E","male",0
"9.84","E","male",0
"9.85","E","male",0
"9.86","E","male",0
"9.87","E","male",0
"9.88","E","male",0
"9.89","E","male",0
"9.90","E","male",0
"9.91","E","male",0
"9.92","E","male",0
"9.93","E","male",0
"9.94","E","male",0
"9.95","E","male",0
"9.96","E","male",0
"9.97","E","male",0
"9.98","E","male",0
"9.99","E","male",0
"9.100","E","male",0
"9.101","E","male",0
"9.102","E","male",0
"9.103","E","male",0
"9.104","E","male",0
"9.105","E","male",0
"9.106","E","male",0
"9.107","E","male",0
"9.108","E","male",0
"9.109","E","male",0
"9.110","E","male",0
"9.111","E","male",0
"9.112","E","male",0
"9.113","E","male",0
"9.114","E","male",0
"9.115","E","male",0
"9.116","E","male",0
"9.117","E","male",0
"9.118","E","male",0
"9.119","E","male",0
"9.120","E","male",0
"9.121","E","male",0
"9.122","E","male",0
"9.123","E","male",0
"9.124","E","male",0
"9.125","E","male",0
"9.126","E","male",0
"9.127","E","male",0
"9.128","E","male",0
"9.129","E","male",0
"9.130","E","male",0
"9.131","E","male",0
"9.132","E","male",0
"9.133","E","male",0
"9.134","E","male",0
"9.135","E","male",0
"9.136","E","male",0
"9.137","E","male",0
"10","E","female",1
"10.1","E","female",1
"10.2","E","female",1
"10.3","E","female",1
"10.4","E","female",1
"10.5","E","female",1
"10.6","E","female",1
"10.7","E","female",1
"10.8","E","female",1
"10.9","E","female",1
"10.10","E","female",1
"10.11","E","female",1
"10.12","E","female",1
"10.13","E","female",1
"10.14","E","female",1
"10.15","E","female",1
"10.16","E","female",1
"10.17","E","female",1
"10.18","E","female",1
"10.19","E","female",1
"10.20","E","female",1
"10.21","E","female",1
"10.22","E","female",1
"10.23","E","female",1
"10.24","E","female",1
"10.25","E","female",1
"10.26","E","female",1
"10.27","E","female",1
"10.28","E","female",1
"10.29","E","female",1
"10.30","E","female",1
"10.31","E","female",1
"10.32","E","female",1
"10.33","E","female",1
"10.34","E","female",1
"10.35","E","female",1
"10.36","E","female",1
"10.37","E","female",1
"10.38","E","female",1
"10.39","E","female",1
"10.40","E","female",1
"10.41","E","female",1
"10.42","E","female",1
"10.43","E","female",1
"10.44","E","female",1
"10.45","E","female",1
"10.46","E","female",1
"10.47","E","female",1
"10.48","E","female",1
"10.49","E","female",1
"10.50","E","female",1
"10.51","E","female",1
"10.52","E","female",1
"10.53","E","female",1
"10.54","E","female",1
"10.55","E","female",1
"10.56","E","female",1
"10.57","E","female",1
"10.58","E","female",1
"10.59","E","female",1
"10.60","E","female",1
"10.61","E","female",1
"10.62","E","female",1
"10.63","E","female",1
"10.64","E","female",1
"10.65","E","female",1
"10.66","E","female",1
"10.67","E","female",1
"10.68","E","female",1
"10.69","E","female",1
"10.70","E","female",1
"10.71","E","female",1
"10.72","E","female",1
"10.73","E","female",1
"10.74","E","female",1
"10.75","E","female",1
"10.76","E","female",1
"10.77","E","female",1
"10.78","E","female",1
"10.79","E","female",1
"10.80","E","female",1
"10.81","E","female",1
"10.82","E","female",1
"10.83","E","female",1
"10.84","E","female",1
"10.85","E","female",1
"10.86","E","female",1
"10.87","E","female",1
"10.88","E","female",1
"10.89","E","female",1
"10.90","E","female",1
"10.91","E","female",1
"10.92","E","female",1
"10.93","E","female",1
"101","E","female",0
"10.1100","E","female",0
"10.299","E","female",0
"10.310","E","female",0
"10.410","E","female",0
"10.510","E","female",0
"10.610","E","female",0
"10.710","E","female",0
"10.810","E","female",0
"10.910","E","female",0
"10.1010","E","female",0
"10.1110","E","female",0
"10.1210","E","female",0
"10.1310","E","female",0
"10.1410","E","female",0
"10.1510","E","female",0
"10.1610","E","female",0
"10.1710","E","female",0
"10.1810","E","female",0
"10.1910","E","female",0
"10.2010","E","female",0
"10.2110","E","female",0
"10.2210","E","female",0
"10.2310","E","female",0
"10.2410","E","female",0
"10.2510","E","female",0
"10.2610","E","female",0
"10.2710","E","female",0
"10.2810","E","female",0
"10.2910","E","female",0
"10.301","E","female",0
"10.311","E","female",0
"10.321","E","female",0
"10.331","E","female",0
"10.341","E","female",0
"10.351","E","female",0
"10.361","E","female",0
"10.371","E","female",0
"10.381","E","female",0
"10.391","E","female",0
"10.401","E","female",0
"10.411","E","female",0
"10.421","E","female",0
"10.431","E","female",0
"10.441","E","female",0
"10.451","E","female",0
"10.461","E","female",0
"10.471","E","female",0
"10.481","E","female",0
"10.491","E","female",0
"10.501","E","female",0
"10.511","E","female",0
"10.521","E","female",0
"10.531","E","female",0
"10.541","E","female",0
"10.551","E","female",0
"10.561","E","female",0
"10.571","E","female",0
"10.581","E","female",0
"10.591","E","female",0
"10.601","E","female",0
"10.611","E","female",0
"10.621","E","female",0
"10.631","E","female",0
"10.641","E","female",0
"10.651","E","female",0
"10.661","E","female",0
"10.671","E","female",0
"10.681","E","female",0
"10.691","E","female",0
"10.701","E","female",0
"10.711","E","female",0
"10.721","E","female",0
"10.731","E","female",0
"10.741","E","female",0
"10.751","E","female",0
"10.761","E","female",0
"10.771","E","female",0
"10.781","E","female",0
"10.791","E","female",0
"10.801","E","female",0
"10.811","E","female",0
"10.821","E","female",0
"10.831","E","female",0
"10.841","E","female",0
"10.851","E","female",0
"10.861","E","female",0
"10.871","E","female",0
"10.881","E","female",0
"10.891","E","female",0
"10.901","E","female",0
"10.911","E","female",0
"10.921","E","female",0
"10.931","E","female",0
"10.94","E","female",0
"10.95","E","female",0
"10.96","E","female",0
"10.97","E","female",0
"10.98","E","female",0
"10.99","E","female",0
"10.100","E","female",0
"10.101","E","female",0
"10.102","E","female",0
"10.103","E","female",0
"10.104","E","female",0
"10.105","E","female",0
"10.106","E","female",0
"10.107","E","female",0
"10.108","E","female",0
"10.109","E","female",0
"10.110","E","female",0
"10.111","E","female",0
"10.112","E","female",0
"10.113","E","female",0
"10.114","E","female",0
"10.115","E","female",0
"10.116","E","female",0
"10.117","E","female",0
"10.118","E","female",0
"10.119","E","female",0
"10.120","E","female",0
"10.121","E","female",0
"10.122","E","female",0
"10.123","E","female",0
"10.124","E","female",0
"10.125","E","female",0
"10.126","E","female",0
"10.127","E","female",0
"10.128","E","female",0
"10.129","E","female",0
"10.130","E","female",0
"10.131","E","female",0
"10.132","E","female",0
"10.133","E","female",0
"10.134","E","female",0
"10.135","E","female",0
"10.136","E","female",0
"10.137","E","female",0
"10.138","E","female",0
"10.139","E","female",0
"10.140","E","female",0
"10.141","E","female",0
"10.142","E","female",0
"10.143","E","female",0
"10.144","E","female",0
"10.145","E","female",0
"10.146","E","female",0
"10.147","E","female",0
"10.148","E","female",0
"10.149","E","female",0
"10.150","E","female",0
"10.151","E","female",0
"10.152","E","female",0
"10.153","E","female",0
"10.154","E","female",0
"10.155","E","female",0
"10.156","E","female",0
"10.157","E","female",0
"10.158","E","female",0
"10.159","E","female",0
"10.160","E","female",0
"10.161","E","female",0
"10.162","E","female",0
"10.163","E","female",0
"10.164","E","female",0
"10.165","E","female",0
"10.166","E","female",0
"10.167","E","female",0
"10.168","E","female",0
"10.169","E","female",0
"10.170","E","female",0
"10.171","E","female",0
"10.172","E","female",0
"10.173","E","female",0
"10.174","E","female",0
"10.175","E","female",0
"10.176","E","female",0
"10.177","E","female",0
"10.178","E","female",0
"10.179","E","female",0
"10.180","E","female",0
"10.181","E","female",0
"10.182","E","female",0
"10.183","E","female",0
"10.184","E","female",0
"10.185","E","female",0
"10.186","E","female",0
"10.187","E","female",0
"10.188","E","female",0
"10.189","E","female",0
"10.190","E","female",0
"10.191","E","female",0
"10.192","E","female",0
"10.193","E","female",0
"10.194","E","female",0
"10.195","E","female",0
"10.196","E","female",0
"10.197","E","female",0
"10.198","E","female",0
"10.199","E","female",0
"10.200","E","female",0
"10.201","E","female",0
"10.202","E","female",0
"10.203","E","female",0
"10.204","E","female",0
"10.205","E","female",0
"10.206","E","female",0
"10.207","E","female",0
"10.208","E","female",0
"10.209","E","female",0
"10.210","E","female",0
"10.211","E","female",0
"10.212","E","female",0
"10.213","E","female",0
"10.214","E","female",0
"10.215","E","female",0
"10.216","E","female",0
"10.217","E","female",0
"10.218","E","female",0
"10.219","E","female",0
"10.220","E","female",0
"10.221","E","female",0
"10.222","E","female",0
"10.223","E","female",0
"10.224","E","female",0
"10.225","E","female",0
"10.226","E","female",0
"10.227","E","female",0
"10.228","E","female",0
"10.229","E","female",0
"10.230","E","female",0
"10.231","E","female",0
"10.232","E","female",0
"10.233","E","female",0
"10.234","E","female",0
"10.235","E","female",0
"10.236","E","female",0
"10.237","E","female",0
"10.238","E","female",0
